MARKE,KOMERCINIS_PAV,ELEKTRINE_TP,APSKRITIS,PIRM_REG_METAI_LT
MERCEDES-BENZ,EQE 500 4MATIC,Y,Klaipėdos,2023-11
OPEL,CORSA,Y,Kauno,2023-12
AUDI,Q8 SPORTBACK 55 E-TRON,Y,Vilniaus,2023-10
CITROEN,E-C4,Y,Vilniaus,2023-10
ANDERE,ZHIDOU,Y,Kauno,2023-11
BMW I,I3,Y,Klaipėdos,2023-06
HYUNDAI,IONIQ5,Y,Telšių,2023-02
HYUNDAI,KONA. KAUAI,Y,Šiaulių,2023-05
TESLA,MODEL 3,Y,Utenos,2023-01
SKODA,ENYAQ 80,Y,Vilniaus,2023-07
TOYOTA,TOYOTA BZ4X,Y,Telšių,2023-08
AUDI,Q8 SPORTBACK 55 E-TRON,Y,Vilniaus,2023-10
RENAULT/VP,MASTER E-TECH,Y,Vilniaus,2023-10
TESLA,MODEL Y,Y,Klaipėdos,2023-11
CITROEN,E-C4 X,Y,Vilniaus,2023-11
MG,MG5 ELECTRIC,Y,Klaipėdos,2023-10
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2023-10
SUBARU,SOLTERRA,Y,Vilniaus,2023-10
RENAULT,ZOE,Y,Kauno,2023-10
TESLA,MODEL S,Y,Vilniaus,2023-11
TESLA,MODEL 3,Y,Vilniaus,2023-03
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-11
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-12
TESLA,MODEL Y,Y,Kauno,2023-12
NISSAN,NISSAN ARIYA,Y,Klaipėdos,2023-11
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2023-12
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2023-10
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2023-12
FIAT,500,Y,Vilniaus,2023-08
PORSCHE,TAYCAN 4,Y,Kauno,2023-06
KING LONG,PEV 9,Y,Šiaulių,2023-08
KIA,EV6,Y,Klaipėdos,2023-09
TESLA,MODEL S 90D,Y,Vilniaus,2023-06
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Klaipėdos,2023-10
Tesla (USA) Tesla,Model 3,Y,Kauno,2024-01
FORD,MUSTANG MACH-E,Y,Klaipėdos,2023-11
MERCEDES-BENZ,EQE 350,Y,Vilniaus,2023-10
MERCEDES-BENZ,EQS 450 4MATIC,Y,Vilniaus,2023-10
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Vilniaus,2023-10
JAGUAR,JAGUAR I-PACE,Y,Tauragės,2023-11
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-11
CUPRA,BORN 170 KW 77/82 KWH,Y,Kauno,2023-10
Skoda,ENYAQ 60,Y,Klaipėdos,2023-10
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2023-10
MAZDA,MAZDA MX-30,Y,Klaipėdos,2023-02
AUDI,E-TRON GT,Y,Vilniaus,2023-03
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-12
TESLA,MODEL 3,Y,Vilniaus,2023-12
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2023-10
VIGOROUS,T408-1,Y,Alytaus,2023-11
TESLA,MODEL S,Y,Vilniaus,2023-10
Audi,Q4 40 e-tron,Y,Kauno,2023-12
AUDI,E-TRON 50,Y,Kauno,2023-11
VOLKSWAGEN. VW,ID. BUZZ CARGO 150 KW,Y,Klaipėdos,2023-02
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Klaipėdos,2023-03
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2023-11
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2023-11
SKODA,ENYAQ 80,Y,Vilniaus,2023-11
TESLA,MODEL Y,Y,Vilniaus,2023-12
TESLA,MODEL Y,Y,Vilniaus,2023-10
HYUNDAI,IONIQ6,Y,Vilniaus,2023-11
MERCEDES-BENZ,EQC 400 4MATIC,Y,Klaipėdos,2023-06
SKODA,ENYAQ 80,Y,Kauno,2023-07
AUDI,Q4 40 E-TRON,Y,Klaipėdos,2023-06
TESLA,MODEL Y,Y,Klaipėdos,2023-09
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
BMW,I5 M60 XDRIVE,Y,Vilniaus,2023-10
VOLVO,C40,Y,Vilniaus,2024-01
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2023-10
TESLA,MODEL Y,Y,Vilniaus,2023-10
TESLA,MODEL Y,Y,Telšių,2023-12
TOYOTA,TOYOTA BZ4X,Y,Klaipėdos,2023-12
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
BMW i,i3,Y,Vilniaus,2023-10
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Klaipėdos,2023-10
TESLA,MODEL 3,Y,Kauno,2023-05
HYUNDAI,KONA.KAUAI,Y,Vilniaus,2023-07
TESLA,MODEL Y,Y,Vilniaus,2023-08
TESLA,MODEL Y,Y,Kauno,2023-06
TESLA,MODEL Y,Y,Vilniaus,2023-12
TESLA,MODEL 3,Y,Klaipėdos,2023-12
SKODA,CITIGO,Y,Vilniaus,2023-11
VW,ID.3 PRO 150 KW,Y,Vilniaus,2023-11
RENAULT,ZOE,Y,Kauno,2023-11
SKODA,ENYAQ RS,Y,Kauno,2023-12
Ford,Transit,Y,Kauno,2023-10
YES EU,YES EU18 TEG6190BEV,Y,Klaipėdos,2023-11
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2023-10
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-12
AUDI,Q4 50 E-TRON,Y,Vilniaus,2023-10
TESLA,MODEL Y,Y,Vilniaus,2023-10
BMW i,i3,Y,Vilniaus,2023-12
NISSAN,NISSAN ARIYA,Y,Vilniaus,2023-11
TESLA,MODEL 3 LONG RANGE,Y,Vilniaus,2023-10
MERCEDES-BENZ,EQE 350,Y,Kauno,2023-11
BMW i,i3,Y,Vilniaus,2023-10
RENAULT,MEGANE E-TECH ELECTRIC,Y,Klaipėdos,2023-11
VOLVO,C40,Y,Kauno,2023-10
TESLA,MODEL Y,Y,Vilniaus,2023-11
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2023-10
SKODA,ENYAQ 80,Y,Panevėžio,2023-12
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2023-07
FORD,MUSTANG MACH-E,Y,Klaipėdos,2023-06
AUDI,E-TRON SPORTBACK 50,Y,Vilniaus,2023-09
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Klaipėdos,2023-10
MERCEDES-BENZ,EVITO TOURER,Y,Vilniaus,2023-12
ALTAS AUTO,ALTAS NOVUS,Y,Kauno,2023-10
PORSCHE,TAYCAN 4S,Y,Vilniaus,2023-10
FORD,MUSTANG MACH-E,Y,Vilniaus,2023-11
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2023-12
FORD,MUSTANG MACH-E GT,Y,Klaipėdos,2023-12
EFUN,ERIDER,Y,Kauno,2023-05
HYUNDAI,IONIQ,Y,Klaipėdos,2023-08
CITROEN,E-BERLINGO,Y,Vilniaus,2023-11
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-11
DACIA,SPRING,Y,Vilniaus,2023-10
MERCEDES-BENZ,EQE 350,Y,Kauno,2023-10
HYUNDAI,IONIQ,Y,Vilniaus,2023-11
AUDI,E-TRON QUATTRO PREMIUM,Y,Kauno,2023-12
KIA,NIRO,Y,Kauno,2024-01
TESLA,MODEL Y,Y,Vilniaus,2023-12
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-12
SKODA,ENYAQ 60,Y,Alytaus,2023-04
CITROEN,E-BERLINGO,Y,Vilniaus,2023-05
AUDI,Q4 35 E-TRON,Y,Klaipėdos,2023-04
PEUGEOT,2008,Y,Vilniaus,2023-08
TESLA,MODEL 3,Y,Vilniaus,2023-06
VOLVO,XC40,Y,Kauno,2023-10
AUDI,AUDI E-TRON,Y,Vilniaus,2023-11
TESLA,MODEL 3,Y,Vilniaus,2023-12
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
BMW,I4 EDRIVE40,Y,Kauno,2023-11
TESLA,MODEL X,Y,Kauno,2023-11
OPEL,MOKKA,Y,Vilniaus,2023-12
AUDI,Q4 SPORTBACK 40 E-TRON,Y,Vilniaus,2023-11
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Klaipėdos,2023-11
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2023-04
MERCEDES-BENZ,EQS 450 4MATIC,Y,Vilniaus,2023-11
TESLA,MODEL Y,Y,Šiaulių,2023-10
OPEL,MOKKA,Y,Kauno,2023-12
DFSK,SERES 3,Y,Kauno,2023-12
CUPRA,BORN 170 KW 58/62 KWH,Y,Vilniaus,2023-12
NISSAN,NISSAN ARIYA,Y,Vilniaus,2023-11
TESLA,MODEL 3,Y,Kauno,2023-12
VOLKSWAGEN. VW,GOLF,Y,Kauno,2024-01
PORSCHE,TAYCAN 4S,Y,Vilniaus,2024-04
TESLA,MODEL 3,Y,Vilniaus,2024-02
VOLKSWAGEN,ID.3 PRO 150 KW,Y,Šiaulių,2024-04
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
MERCEDES-BENZ,EQE 350 4MATIC,Y,Vilniaus,2024-06
CITROEN,E-BERLINGO,Y,Kauno,2024-05
VOLKSWAGEN. VW,ID.4 PRO 210KW,Y,Vilniaus,2024-02
AUDI,Q8 50 E-TRON,Y,Vilniaus,2024-06
VOLVO,EX30,Y,Vilniaus,2024-04
TESLA,MODEL X,Y,Kauno,2022-10
KIA,EV9,Y,Tauragės,2024-04
VOLVO,C40,Y,Vilniaus,2024-04
NISSAN,Nissan e-NV200,Y,Kauno,2021-02
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Panevėžio,2020-12
TESLA,MODEL S,Y,Kauno,2022-11
MERCEDES-BENZ,EQE 350 4MATIC,Y,Vilniaus,2023-08
HYUNDAI MOTOR (ROK) HYUNDAI,IONIQ5,Y,Klaipėdos,2024-01
MERCEDES-BENZ,EQC 400 4MATIC,Y,Šiaulių,2024-03
TESLA,MODEL Y. LONG RANGE DUAL MOTOR,Y,Vilniaus,2024-04
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2022-04
AUDI,E-TRON SPORTBACK 55,Y,Utenos,2023-11
TESLA,MODEL Y,Y,Vilniaus,2022-08
VOLVO,XC40,Y,Vilniaus,2022-03
VOLKSWAGEN. VW,ID.3 PURE 110 KW,Y,Vilniaus,2021-11
CITROEN,C-ZERO,Y,Alytaus,2024-02
LUQI,HL3.0,Y,Vilniaus,2021-12
CHUANYUE,CITYCOCO,Y,Kauno,2023-05
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2023-02
TESLA,MODEL S,Y,Kauno,2023-10
TESLA,MODEL X,Y,Kauno,2023-09
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Kauno,2023-05
HYUNDAI,IONIQ6,Y,Kauno,2024-05
CITROEN,AMI,Y,Kauno,2024-06
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2022-06
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
LMI,YD2000,Y,Klaipėdos,2023-03
DOGEBOS,M1,Y,Kauno,2021-12
TESLA,MODEL Y,Y,Šiaulių,2024-02
AUDI,AUDI E-TRON,Y,Vilniaus,2023-03
VOLKSWAGEN. VW,ID.4 PRO 210KW,Y,Šiaulių,2024-02
VOLKSWAGEN. VW,GOLF,Y,Kauno,2024-01
HYUNDAI,IONIQ5,Y,Klaipėdos,2024-03
TESLA,MODEL Y,Y,Šiaulių,2024-02
AUDI,Q8 55 E-TRON,Y,Kauno,2024-05
JINPENG,DLS150,Y,Šiaulių,2024-03
MERCEDES-BENZ,EQE 300,Y,Vilniaus,2024-03
VOLKSWAGEN AG,ID.5 PRO 150 KW,Y,Marijampolės,2024-05
VOLKSWAGEN,ID.5 PRO 128 KW,Y,Vilniaus,2024-01
AUDI,Q8 55 E-TRON,Y,Vilniaus,2024-04
CITROEN,BERLINGO,Y,Klaipėdos,2024-04
KIA,NIRO,Y,Šiaulių,2024-04
SEAT,MII,Y,Vilniaus,2024-04
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2024-06
OPEL,CORSA,Y,Panevėžio,2024-04
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-06
TESLA,MODEL Y PERFORMANCE,Y,Vilniaus,2024-03
VOLKSWAGEN. VW,ID.5 PRO 150KW,Y,Klaipėdos,2024-01
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2024-04
TESLA,MODEL 3. LONG RANGE DUAL MOTOR 4-DR FIXED,Y,Vilniaus,2024-01
BMW,I4 EDRIVE40,Y,Vilniaus,2024-02
AUDI,Q8 SPORTBACK 55 E-TRON,Y,Vilniaus,2024-04
BMW I,I3,Y,Kauno,2024-04
BMW,I4 M50,Y,Vilniaus,2024-02
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Panevėžio,2024-03
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
BMW I,I3,Y,Vilniaus,2024-03
CITROEN,E-BERLINGO,Y,Kauno,2024-05
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Kauno,2024-03
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-04
HYUNDAI,KONA. KAUAI,Y,Vilniaus,2024-05
TESLA,MODEL S,Y,Vilniaus,2024-04
CHUANYUE,CITYCOCO,Y,Alytaus,2024-04
VOLVO,EX30,Y,Vilniaus,2024-01
AUDI,Q4 45 E-TRON,Y,Kauno,2024-06
HYUNDAI,IONIQ5,Y,Vilniaus,2024-05
SURRON,LIGHT BEE,Y,Kauno,2024-05
HYUNDAI,KONA,Y,Vilniaus,2024-02
TESLA,MODEL Y,Y,Panevėžio,2024-02
VIGOROUS,LUNAR-Q,Y,Marijampolės,2024-06
MERCEDES-BENZ,electric drive,Y,Klaipėdos,2024-04
TESLA,MODEL Y,Y,Kauno,2024-02
BMW,IX XDRIVE40,Y,Alytaus,2024-01
E-MAX,VT-120LD,Y,Vilniaus,2024-04
YADEA,T2,Y,Panevėžio,2024-05
SUNRA,LEO,Y,Panevėžio,2024-04
VOLKSWAGEN. VW,ID.7 PRO 210KW,Y,Vilniaus,2024-02
NISSAN,NISSAN E-NV200,Y,Marijampolės,2024-06
KIA,EV6,Y,Vilniaus,2024-06
Tesla,Model 3,Y,Klaipėdos,2024-05
TESLA,MODEL Y,Y,Vilniaus,2024-02
PEUGEOT,EXPERT,Y,Vilniaus,2024-02
NISSAN,NISSAN ARIYA,Y,Vilniaus,2024-05
TESLA,MODEL Y,Y,Vilniaus,2024-01
TESLA MOTORS,MODEL X,Y,Panevėžio,2024-02
TESLA,MODEL Y,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2024-02
FORD,MUSTANG MACH-E,Y,Tauragės,2024-02
VOLKSWAGEN,ID.3 PRO 150 KW,Y,Kauno,2024-04
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Kauno,2024-05
HYUNDAI,KONA. KAUAI,Y,Kauno,2024-05
AIXAM,S10,Y,Klaipėdos,2024-05
AUDI,E-TRON SPORTBACK 50,Y,Kauno,2024-05
NISSAN,NISSAN ARIYA,Y,Vilniaus,2024-01
VOLVO,EX30,Y,Vilniaus,2024-05
FORD,MUSTANG MACH-E,Y,Vilniaus,2024-05
SKODA,ENYAQ 80,Y,Vilniaus,2024-04
VOLVO,EX30,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-05
TESLA,MODEL Y,Y,Klaipėdos,2024-06
TESLA,MODEL Y,Y,Kauno,2024-04
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2024-04
SUNRA,LEO,Y,Tauragės,2024-02
TESLA,MODEL 3,Y,Vilniaus,2024-05
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Kauno,2024-04
FORD,TRANSIT,Y,Šiaulių,2024-03
HYUNDAI,IONIQ6,Y,Klaipėdos,2024-05
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2024-05
CITROEN,C-ZERO,Y,Kauno,2024-06
RENAULT,ZOE,Y,Vilniaus,2024-02
BMW i,I3S,Y,Vilniaus,2024-05
HYUNDAI,IONIQ5,Y,Kauno,2024-03
TESLA,MODEL 3,Y,Kauno,2024-03
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2024-05
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2024-06
TESLA,MODEL 3,Y,Vilniaus,2024-03
Polestar,Polestar 2,Y,Kauno,2024-03
NISSAN,LEAF 40KWH,Y,Kauno,2024-04
ECO ZONE,LIEYING,Y,Telšių,2024-03
HYUNDAI,IONIQ5,Y,Vilniaus,2024-03
TESLA,MODEL Y,Y,Vilniaus,2024-02
JAGUAR,JAGUAR I-PACE,Y,Vilniaus,2024-02
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2024-03
BMW,iX3,Y,Kauno,2024-04
TESLA,MODEL 3,Y,Kauno,2024-05
ECO ZONE,LIEYING,Y,Panevėžio,2024-04
HYUNDAI,IONIQ6,Y,Kauno,2024-06
PORSCHE,TAYCAN 4,Y,Vilniaus,2024-04
TESLA,MODEL 3,Y,Vilniaus,2024-01
FORD,MUSTANG MACH-E,Y,Šiaulių,2024-06
MERCEDES-BENZ,EQE 300,Y,Vilniaus,2024-06
KIA,NIRO,Y,Vilniaus,2024-04
PORSCHE,TAYCAN,Y,Klaipėdos,2024-01
FORD,MUSTANG MACH-E,Y,Šiaulių,2024-06
TESLA,Model 3,Y,Vilniaus,2024-06
CHEVROLET,BOLT EUV,Y,Kauno,2024-02
TESLA MOTORS,MODEL S,Y,Marijampolės,2024-05
CUPRA,BORN 150 KW 58/62 KWH,Y,Kauno,2024-05
RENAULT,TWIZY,Y,Kauno,2024-04
HYUNDAI,KONA . KAUAI,Y,Kauno,2024-05
CHUANYUE,CITYCOCO,Y,Tauragės,2024-01
AUDI,Q4 45 E-TRON,Y,Vilniaus,2024-04
CHUANYUE,CITYCOCO,Y,Šiaulių,2024-04
VOLKSWAGEN,GOLF,Y,Kauno,2024-06
MERCEDES-BENZ,AMG EQE 43 4MATIC,Y,Vilniaus,2024-03
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2024-04
MERCEDES-BENZ,EQA 350 4MATIC,Y,Kauno,2024-04
MERCEDES-BENZ,EQA 250,Y,Klaipėdos,2024-02
PEUGEOT,2008,Y,Vilniaus,2024-02
AUDI,E-TRON 55,Y,Vilniaus,2024-06
HYUNDAI,IONIQ,Y,Kauno,2024-01
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2024-04
TESLA,MODEL S,Y,Vilniaus,2024-04
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-02
Kia,NIRO,Y,Vilniaus,2024-03
TESLA,MODEL 3,Y,Vilniaus,2024-03
SURRON,ULTRA BEE,Y,Vilniaus,2024-04
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Vilniaus,2024-05
HYUNDAI,IONIQ5,Y,Vilniaus,2024-05
TESLA MOTORS,Model S,Y,Kauno,2024-03
TESLA,MODEL S,Y,Vilniaus,2024-01
VOLKSWAGEN. VW,ID.4 PRO 210KW,Y,Šiaulių,2024-02
TESLA,MODEL Y,Y,Klaipėdos,2024-01
Volkswagen. VW,GOLF,Y,Klaipėdos,2024-06
BMW I,I3,Y,Vilniaus,2024-06
JAGUAR,JAGUAR I-PACE,Y,Marijampolės,2024-02
KIA,EV6,Y,Vilniaus,2024-02
TESLA,MODEL Y,Y,Vilniaus,2024-03
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2024-04
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
VOLKSWAGEN. VW,ID.4 PRO 210KW,Y,Šiaulių,2024-02
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Alytaus,2024-01
TESLA,MODEL 3,Y,Kauno,2024-05
NISSAN,NISSAN LEAF 40KWH,Y,Klaipėdos,2024-05
Hyundai,IONIQ,Y,Vilniaus,2024-01
HYUNDAI,IONIQ,Y,Vilniaus,2024-04
SKODA,ENYAQ 80,Y,Vilniaus,2024-06
MERCEDES-BENZ,EQA 250+,Y,Klaipėdos,2024-04
VOLKSWAGEN. VW,ID.4 PRO 4MOTION 210KW,Y,Vilniaus,2024-06
BMW,I3,Y,Vilniaus,2024-04
VOLKSWAGEN,UP!,Y,Vilniaus,2024-04
BMW,CE 02,Y,Vilniaus,2024-06
RENAULT,ZOE,Y,Šiaulių,2024-04
PORSCHE,TAYCAN GTS,Y,Vilniaus,2024-01
HYUNDAI,KONA. KAUAI,Y,Kauno,2024-03
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Klaipėdos,2024-05
TESLA,MODEL Y,Y,Kauno,2024-01
Volkswagen. VW,ID.4 PRO 150 KW,Y,Kauno,2024-03
HYUNDAI,IONIQ5,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Vilniaus,2024-02
NISSAN,NISSAN ARIYA,Y,Šiaulių,2024-02
VOLVO,EX30,Y,Vilniaus,2024-05
MERCEDES-BENZ,EQC 400 4MATIC,Y,Marijampolės,2024-02
NISSAN,NISSAN LEAF,Y,Panevėžio,2024-01
EKOMOTO,TIANWEI,Y,Šiaulių,2024-03
VOLKSWAGEN. VW,ID.4 PRO 4MOTION 210KW,Y,Vilniaus,2024-05
RENAULT,TWIZY,Y,Vilniaus,2024-04
JAGUAR,I - PACE,Y,Tauragės,2024-04
TESLA,MODEL 3,Y,Utenos,2024-05
VOLKSWAGEN. VW,ID.4 PRO 150KW,Y,Vilniaus,2024-04
FORD,MUSTANG MACH-E,Y,Vilniaus,2024-06
CUPRA,BORN 170 KW 77/82 KWH,Y,Vilniaus,2024-04
DACIA,SPRING,Y,Vilniaus,2024-03
CHUANYUE,CITYCOCO,Y,Alytaus,2024-06
TESLA,MODEL 3 LONG RANGE,Y,Kauno,2024-02
AUDI,e-tron 50,Y,Marijampolės,2024-04
TESLA,MODEL Y LONG RANGE,Y,Vilniaus,2024-04
Volvo,XC40,Y,Panevėžio,2024-03
NISSAN,NISSAN LEAF 62KWH,Y,Klaipėdos,2024-05
TESLA,MODEL S,Y,Marijampolės,2024-05
TESLA,MODEL Y,Y,Vilniaus,2024-04
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID. BUZZ PRO 150 KW,Y,Kauno,2024-04
MG,ZS EV,Y,Kauno,2024-04
VOLKSWAGEN. VW,ID.4 PRO 210KW,Y,Vilniaus,2024-06
FAW,E-HS9,Y,Vilniaus,2024-02
VOLVO,EX30,Y,Vilniaus,2024-02
RENAULT,ZOE,Y,Vilniaus,2024-05
VOLVO,EX30,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-04
VOLVO,XC40,Y,Klaipėdos,2024-05
VOLVO,EX30,Y,Vilniaus,2024-04
ELEKTRINIS PASPIRTUKAS,TIANWEI,Y,Šiaulių,2024-03
HYUNDAI,IONIQ5,Y,Kauno,2024-03
BMW i,i3,Y,Klaipėdos,2024-03
TESLA,MODEL X,Y,Marijampolės,2024-06
VOLKSWAGEN. VW,ID.4 PRO 150KW,Y,Kauno,2024-02
RENAULT,ZOE,Y,Kauno,2024-06
MERCEDES-BENZ,EQC 400 4MATIC,Y,Vilniaus,2024-01
HYUNDAI,IONIQ,Y,Vilniaus,2024-01
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Vilniaus,2024-02
JIAYUAN,EIDOLA,Y,Šiaulių,2024-03
ZERO,SR/S,Y,Klaipėdos,2024-03
CHUANYUE,CITYCOCO,Y,Klaipėdos,2024-06
MERCEDES-BENZ,EQE 300,Y,Vilniaus,2024-02
BMW,I5 EDRIVE40,Y,Kauno,2024-04
CITROEN,C-ZERO,Y,Utenos,2024-01
TESLA,MODEL Y,Y,Vilniaus,2024-04
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2024-05
MORE RAN,CITYCOCO,Y,Kauno,2024-06
MORE RAN,CITYCOCO,Y,Klaipėdos,2024-05
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-06
KIA,SOUL,Y,Vilniaus,2024-05
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Alytaus,2024-01
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2024-06
AUDI,Q4 40 E-TRON,Y,Vilniaus,2024-03
VOLKSWAGEN. VW,ID.3 PRO 107 KW,Y,Vilniaus,2024-05
HYUNDAI,KONA. KAUAI,Y,Šiaulių,2024-05
E-MAX,VT-120LD,Y,Vilniaus,2024-06
BMW i,I3 EDRIVE BEV 94AH I01 IB1,Y,Vilniaus,2024-02
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Kauno,2024-05
TESLA,MODEL 3,Y,Vilniaus,2024-04
KIA,NIRO,Y,Utenos,2024-06
TESLA,MODEL Y,Y,Vilniaus,2024-05
VOLKSWAGEN,UP!,Y,Vilniaus,2024-04
TESLA,MODEL Y PERFORMANCE,Y,Kauno,2024-04
KIA,NIRO,Y,Vilniaus,2024-03
VOLKSWAGEN,ID.3 PRO 107 KW,Y,Kauno,2024-06
ECO ZONE,LIEYING,Y,Vilniaus,2024-03
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Kauno,2024-05
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2024-03
TESLA,MODEL Y,Y,Vilniaus,2024-01
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2024-06
TESLA,MODEL 3,Y,Vilniaus,2024-02
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2024-02
BMW,IX1 EDRIVE20,Y,Kauno,2024-06
TESLA,MODEL S,Y,Kauno,2024-04
HYUNDAI,IONIQ,Y,Kauno,2024-01
HYUNDAI,IONIQ5,Y,Kauno,2024-06
VOLKSWAGEN,UP!,Y,Kauno,2024-05
NISSAN,LEAF 62KWH,Y,Alytaus,2024-04
TESLA,MODEL 3,Y,Vilniaus,2024-05
MERCEDES-BENZ,EQS 500 4MATIC,Y,Kauno,2024-04
MERCEDES-BENZ,EQS 350,Y,Panevėžio,2024-04
GREAT WALL MOTOR COMPANY LIMITED,ORA FUNKY CAT,Y,Vilniaus,2024-04
MAZDA,MAZDA MX-30,Y,Vilniaus,2024-01
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2024-06
AUDI,Q8 55 E-TRON,Y,Vilniaus,2024-04
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2024-04
HYUNDAI,KONA . KAUAI,Y,Vilniaus,2024-02
HYUNDAI,IONIQ5,Y,Vilniaus,2024-06
VOLKSWAGEN,ID.3 PRO 150KW,Y,Kauno,2024-05
